"Year","Occupation minor group","Occupation unit group","Country","Region","GeoCode","Observation status","Value"
"2020","221 Health Professionals","2212 Psychologists","England","North West","E12000002","Normal Value",1.76451681557379
"2019","221 Health Professionals","2213 Pharmacists","England","North West","E12000002","Normal Value",12.8044531163587
"2020","221 Health Professionals","2213 Pharmacists","England","North West","E12000002","Normal Value",8.6868520151325
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","North West","E12000002","Normal Value",3.67787483129452
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","North West","E12000002","Normal Value",3.12183744293824
"2019","221 Health Professionals","2215 Dental practitioners","England","North West","E12000002","Normal Value",8.03683759431025
"2020","221 Health Professionals","2215 Dental practitioners","England","North West","E12000002","Normal Value",8.14392376418671
"2019","221 Health Professionals","2217 Medical radiographers","England","North West","E12000002","Normal Value",4.22274517667149
"2020","221 Health Professionals","2217 Medical radiographers","England","North West","E12000002","Normal Value",4.61489013303914
"2019","221 Health Professionals","2218 Podiatrists","England","North West","E12000002","Normal Value",3.54165724495028
"2020","221 Health Professionals","2218 Podiatrists","England","North West","E12000002","Normal Value",1.62878475283734
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","North West","E12000002","Normal Value",5.31248586742542
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","North West","E12000002","Normal Value",5.29355044672136
"2019","222 Therapy Professionals","2221 Physiotherapists","England","North West","E12000002","Normal Value",14.1666289798011
"2020","222 Therapy Professionals","2221 Physiotherapists","England","North West","E12000002","Normal Value",15.8806513401641
"2019","222 Therapy Professionals","2222 Occupational therapists","England","North West","E12000002","Normal Value",9.12657828506418
"2020","222 Therapy Professionals","2222 Occupational therapists","England","North West","E12000002","Normal Value",4.61489013303914
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","North West","E12000002","Normal Value",3.950310003983
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","North West","E12000002","Normal Value",2.7146412547289
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North West","E12000002","Normal Value",10.4887541485066
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North West","E12000002","Normal Value",12.7588138972259
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","North West","E12000002","Normal Value",111.017332870557
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","North West","E12000002","Normal Value",100.170262299497
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","North West","E12000002","Normal Value",6.12979138549086
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","North West","E12000002","Normal Value",7.46526345050449
"2019","321 Health Associate Professionals","3213 Paramedics","England","North West","E12000002","Normal Value",5.31248586742542
"2020","321 Health Associate Professionals","3213 Paramedics","England","North West","E12000002","Normal Value",2.9861053802018
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","North West","E12000002","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","North West","E12000002","Normal Value",2.03598094104668
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North West","E12000002","Normal Value",5.17626828108118
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North West","E12000002","Normal Value",2.30744506651957
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","North West","E12000002","Normal Value",7.2195320762448
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","North West","E12000002","Normal Value",7.1937993250316
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North West","E12000002","Normal Value",4.22274517667149
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North West","E12000002","Normal Value",9.22978026607828
"2019","221 Health Professionals","","England","South East","E12000008","Normal Value",65.5763776894348
"2020","221 Health Professionals","","England","South East","E12000008","Normal Value",82.4539600412921
"2019","222 Therapy Professionals","","England","South East","E12000008","Normal Value",31.6988802452252
"2020","222 Therapy Professionals","","England","South East","E12000008","Normal Value",36.6703138078378
"2019","223 Nursing and Midwifery Professionals","","England","South East","E12000008","Normal Value",91.7197840772494
"2020","223 Nursing and Midwifery Professionals","","England","South East","E12000008","Normal Value",92.218244783024
"2019","321 Health Associate Professionals","","England","South East","E12000008","Normal Value",24.4005126286269
"2020","321 Health Associate Professionals","","England","South East","E12000008","Normal Value",23.2172992747849
"2019","221 Health Professionals","2211 Medical practitioners","England","South East","E12000008","Normal Value",28.9756087464945
"2020","221 Health Professionals","2211 Medical practitioners","England","South East","E12000008","Normal Value",38.6231707561842
"2019","221 Health Professionals","2212 Psychologists","England","South East","E12000008","Normal Value",6.86264417680132
"2020","221 Health Professionals","2212 Psychologists","England","South East","E12000008","Normal Value",5.64158673966735
"2019","221 Health Professionals","2213 Pharmacists","England","South East","E12000008","Normal Value",8.49660707603973
"2020","221 Health Professionals","2213 Pharmacists","England","South East","E12000008","Normal Value",11.5001575847065
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","South East","E12000008","Normal Value",2.396478918883
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","South East","E12000008","Normal Value",3.90571389669278
"2019","221 Health Professionals","2215 Dental practitioners","England","South East","E12000008","Normal Value",4.03044181812141
"2020","221 Health Professionals","2215 Dental practitioners","England","South East","E12000008","Normal Value",6.40103110846873
"2019","221 Health Professionals","2217 Medical radiographers","England","South East","E12000008","Normal Value",5.44654299746137
"2020","221 Health Professionals","2217 Medical radiographers","England","South East","E12000008","Normal Value",4.01420594937869
"2019","221 Health Professionals","2218 Podiatrists","England","South East","E12000008","Normal Value",1.08930859949227
"2020","221 Health Professionals","2218 Podiatrists","England","South East","E12000008","Normal Value",2.60380926446186
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","South East","E12000008","Normal Value",8.27874535614128
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","South East","E12000008","Normal Value",9.76428474173196
"2019","222 Therapy Professionals","2221 Physiotherapists","England","South East","E12000008","Normal Value",9.91270825537969
"2020","222 Therapy Professionals","2221 Physiotherapists","England","South East","E12000008","Normal Value",10.5237291105333
"2019","222 Therapy Professionals","2222 Occupational therapists","England","South East","E12000008","Normal Value",10.4573625551258
"2020","222 Therapy Professionals","2222 Occupational therapists","England","South East","E12000008","Normal Value",8.78785626755876
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","South East","E12000008","Normal Value",3.5947183783245
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","South East","E12000008","Normal Value",4.1226980020646
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South East","E12000008","Normal Value",7.73409105639514
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South East","E12000008","Normal Value",13.2360304276811
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","South East","E12000008","Normal Value",86.1643102198388
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","South East","E12000008","Normal Value",83.755864673523
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","South East","E12000008","Normal Value",5.55547385741059
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","South East","E12000008","Normal Value",8.46238010950103
"2019","321 Health Associate Professionals","3213 Paramedics","England","South East","E12000008","Normal Value",1.63396289923841
"2020","321 Health Associate Professionals","3213 Paramedics","England","South East","E12000008","Normal Value",3.47174568594914
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","South East","E12000008","Normal Value",1.1982394594415
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","South East","E12000008","Normal Value",3.0377774752055
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South East","E12000008","Normal Value",3.48578751837527
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South East","E12000008","Normal Value",3.36325363326323
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","South East","E12000008","Normal Value",5.22868127756291
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","South East","E12000008","Normal Value",7.05198342458419
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South East","E12000008","Normal Value",12.9627723339581
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South East","E12000008","Normal Value",6.29253905578282
"2019","221 Health Professionals","","England","South West","E12000009","Normal Value",88.0047561681556
"2020","221 Health Professionals","","England","South West","E12000009","Normal Value",78.9872247440999
"2019","222 Therapy Professionals","","England","South West","E12000009","Normal Value",32.8906664466844
"2020","222 Therapy Professionals","","England","South West","E12000009","Normal Value",34.9876297524201
"2019","223 Nursing and Midwifery Professionals","","England","South West","E12000009","Normal Value",103.116683995011
"2020","223 Nursing and Midwifery Professionals","","England","South West","E12000009","Normal Value",95.0673980141516
"2019","321 Health Associate Professionals","","England","South West","E12000009","Normal Value",31.4683673570981
"2020","321 Health Associate Professionals","","England","South West","E12000009","Normal Value",34.1041037485711
"2019","221 Health Professionals","2211 Medical practitioners","England","South West","E12000009","Normal Value",47.6470195011428
"2020","221 Health Professionals","2211 Medical practitioners","England","South West","E12000009","Normal Value",39.0518493701255
"2019","221 Health Professionals","2212 Psychologists","England","South West","E12000009","Normal Value",4.62247204115565
"2020","221 Health Professionals","2212 Psychologists","England","South West","E12000009","Normal Value",6.36138722771275
"2019","221 Health Professionals","2213 Pharmacists","England","South West","E12000009","Normal Value",7.28928283413006
"2020","221 Health Professionals","2213 Pharmacists","England","South West","E12000009","Normal Value",4.41763001924496
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","South West","E12000009","Normal Value",1.42229908958635
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","South West","E12000009","Normal Value",1.23693640538859
"2019","221 Health Professionals","2215 Dental practitioners","England","South West","E12000009","Normal Value",7.28928283413006
"2020","221 Health Professionals","2215 Dental practitioners","England","South West","E12000009","Normal Value",5.30115602309396
"2019","221 Health Professionals","2217 Medical radiographers","England","South West","E12000009","Normal Value",4.62247204115565
"2020","221 Health Professionals","2217 Medical radiographers","England","South West","E12000009","Normal Value",5.30115602309396
"2019","221 Health Professionals","2218 Podiatrists","England","South West","E12000009","Normal Value",4.44468465495735
"2020","221 Health Professionals","2218 Podiatrists","England","South West","E12000009","Normal Value",5.83127162540335
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","South West","E12000009","Normal Value",10.3116683995011
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","South West","E12000009","Normal Value",11.4858380500369
"2019","222 Therapy Professionals","2221 Physiotherapists","England","South West","E12000009","Normal Value",11.0228179442942
"2020","222 Therapy Professionals","2221 Physiotherapists","England","South West","E12000009","Normal Value",13.4295952585047
"2019","222 Therapy Professionals","2222 Occupational therapists","England","South West","E12000009","Normal Value",6.93370806173347
"2020","222 Therapy Professionals","2222 Occupational therapists","England","South West","E12000009","Normal Value",4.59433522001476
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","South West","E12000009","Normal Value",0.888936930991471
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","South West","E12000009","Normal Value",3.35739881462617
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South West","E12000009","Normal Value",14.0452035096652
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South West","E12000009","Normal Value",13.6063004592745
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","South West","E12000009","Normal Value",96.8941254780703
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","South West","E12000009","Normal Value",89.0594211879785
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","South West","E12000009","Normal Value",6.22255851694029
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","South West","E12000009","Normal Value",6.00797682617315
"2019","321 Health Associate Professionals","3213 Paramedics","England","South West","E12000009","Normal Value",4.97804681355223
"2020","321 Health Associate Professionals","3213 Paramedics","England","South West","E12000009","Normal Value",5.65456642463355
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","South West","E12000009","Normal Value",2.84459817917271
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","South West","E12000009","Normal Value",5.47786122386375
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South West","E12000009","Normal Value",5.33362158594882
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South West","E12000009","Normal Value",4.77104042078456
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","South West","E12000009","Normal Value",5.68919635834541
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","South West","E12000009","Normal Value",11.4858380500369
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South West","E12000009","Normal Value",12.6229044200789
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South West","E12000009","Normal Value",6.71479762925235
"2019","221 Health Professionals","","England","West Midlands","E12000005","Normal Value",79.5411285773917
"2020","221 Health Professionals","","England","West Midlands","E12000005","Normal Value",86.5491689015418
"2019","222 Therapy Professionals","","England","West Midlands","E12000005","Normal Value",24.0982656495064
"2020","222 Therapy Professionals","","England","West Midlands","E12000005","Normal Value",32.7075347593036
"2019","223 Nursing and Midwifery Professionals","","England","West Midlands","E12000005","Normal Value",119.143173525881
"2020","223 Nursing and Midwifery Professionals","","England","West Midlands","E12000005","Normal Value",107.683268284476
"2019","321 Health Associate Professionals","","England","West Midlands","E12000005","Normal Value",27.9742104742522
"2020","321 Health Associate Professionals","","England","West Midlands","E12000005","Normal Value",25.8305659124756
"2019","221 Health Professionals","2211 Medical practitioners","England","West Midlands","E12000005","Normal Value",45.5002218557114
"2020","221 Health Professionals","2211 Medical practitioners","England","West Midlands","E12000005","Normal Value",53.506172247271
"2019","221 Health Professionals","2212 Psychologists","England","West Midlands","E12000005","Normal Value",3.20186746392043
"2020","221 Health Professionals","2212 Psychologists","England","West Midlands","E12000005","Normal Value",2.34823326477051
"2019","221 Health Professionals","2213 Pharmacists","England","West Midlands","E12000005","Normal Value",8.08892832990425
"2020","221 Health Professionals","2213 Pharmacists","England","West Midlands","E12000005","Normal Value",7.54789263676236
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","West Midlands","E12000005","Normal Value",2.69630944330141
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","West Midlands","E12000005","Normal Value",3.18688800218855
"2019","221 Health Professionals","2215 Dental practitioners","England","West Midlands","E12000005","Normal Value",3.70742548453945
"2020","221 Health Professionals","2215 Dental practitioners","England","West Midlands","E12000005","Normal Value",3.52234989715577
"2019","221 Health Professionals","2217 Medical radiographers","England","West Midlands","E12000005","Normal Value",5.05558020619015
"2020","221 Health Professionals","2217 Medical radiographers","England","West Midlands","E12000005","Normal Value",5.36739031947546
"2019","221 Health Professionals","2218 Podiatrists","England","West Midlands","E12000005","Normal Value",1.85371274226972
"2020","221 Health Professionals","2218 Podiatrists","England","West Midlands","E12000005","Normal Value",1.17411663238526
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","West Midlands","E12000005","Normal Value",9.43708305155495
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","West Midlands","E12000005","Normal Value",10.2315877965001
"2019","222 Therapy Professionals","2221 Physiotherapists","England","West Midlands","E12000005","Normal Value",6.5722542680472
"2020","222 Therapy Professionals","2221 Physiotherapists","England","West Midlands","E12000005","Normal Value",10.3993187439837
"2019","222 Therapy Professionals","2222 Occupational therapists","England","West Midlands","E12000005","Normal Value",6.06669624742818
"2020","222 Therapy Professionals","2222 Occupational therapists","England","West Midlands","E12000005","Normal Value",7.04469979431154
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","West Midlands","E12000005","Normal Value",1.68519340206338
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","West Midlands","E12000005","Normal Value",3.52234989715577
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","West Midlands","E12000005","Normal Value",9.77412173196763
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","West Midlands","E12000005","Normal Value",11.573435376369
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","West Midlands","E12000005","Normal Value",112.233880577421
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","West Midlands","E12000005","Normal Value",100.974030385132
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","West Midlands","E12000005","Normal Value",6.90929294845988
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","West Midlands","E12000005","Normal Value",6.70923789934432
"2019","321 Health Associate Professionals","3213 Paramedics","England","West Midlands","E12000005","Normal Value",6.5722542680472
"2020","321 Health Associate Professionals","3213 Paramedics","England","West Midlands","E12000005","Normal Value",8.55427832166401
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","West Midlands","E12000005","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","West Midlands","E12000005","Normal Value",1.34184757986886
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","West Midlands","E12000005","Normal Value",6.5722542680472
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","West Midlands","E12000005","Normal Value",5.19965937199185
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","West Midlands","E12000005","Normal Value",7.92040898969791
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","West Midlands","E12000005","Normal Value",4.52873558205742
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","West Midlands","E12000005","Normal Value",6.40373492784086
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","West Midlands","E12000005","Normal Value",6.37377600437711
"2019","221 Health Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",88.1342737472349
"2020","221 Health Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",85.4089950871733
"2019","222 Therapy Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",28.7117840248724
"2020","222 Therapy Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",36.5521546771377
"2019","223 Nursing and Midwifery Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",116.664337620051
"2020","223 Nursing and Midwifery Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",104.227926208076
"2019","321 Health Associate Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",21.2612577905701
"2020","321 Health Associate Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",20.4474924679038
"2019","221 Health Professionals","2211 Medical practitioners","England","Yorkshire and The Humber","E12000003","Normal Value",46.8837992304878
"2020","221 Health Professionals","2211 Medical practitioners","England","Yorkshire and The Humber","E12000003","Normal Value",46.5044740199227
"2019","221 Health Professionals","2212 Psychologists","England","Yorkshire and The Humber","E12000003","Normal Value",4.36128364934771
"2020","221 Health Professionals","2212 Psychologists","England","Yorkshire and The Humber","E12000003","Normal Value",3.43807395478028
"2019","221 Health Professionals","2213 Pharmacists","England","Yorkshire and The Humber","E12000003","Normal Value",10.9032091233693
"2020","221 Health Professionals","2213 Pharmacists","England","Yorkshire and The Humber","E12000003","Normal Value",9.40946556045129
"2019","221 Health Professionals","2214 Ophthalmic opticians","England","Yorkshire and The Humber","E12000003","Normal Value",2.72580228084232
"2020","221 Health Professionals","2214 Ophthalmic opticians","England","Yorkshire and The Humber","E12000003","Normal Value",2.89522017244655
"2019","221 Health Professionals","2215 Dental practitioners","England","Yorkshire and The Humber","E12000003","Normal Value",5.45160456168463
"2020","221 Health Professionals","2215 Dental practitioners","England","Yorkshire and The Humber","E12000003","Normal Value",5.60948908411519
"2019","221 Health Professionals","2217 Medical radiographers","England","Yorkshire and The Humber","E12000003","Normal Value",4.36128364934771
"2020","221 Health Professionals","2217 Medical radiographers","England","Yorkshire and The Humber","E12000003","Normal Value",2.17141512933491
"2019","221 Health Professionals","2218 Podiatrists","England","Yorkshire and The Humber","E12000003","Normal Value",1.27204106439308
"2020","221 Health Professionals","2218 Podiatrists","England","Yorkshire and The Humber","E12000003","Normal Value",0.904756303889547
"2019","221 Health Professionals","2219 Health professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",11.9935300357062
"2020","221 Health Professionals","2219 Health professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",14.4761008622328
"2019","222 Therapy Professionals","2221 Physiotherapists","England","Yorkshire and The Humber","E12000003","Normal Value",9.44944790692003
"2020","222 Therapy Professionals","2221 Physiotherapists","England","Yorkshire and The Humber","E12000003","Normal Value",15.5618084269002
"2019","222 Therapy Professionals","2222 Occupational therapists","England","Yorkshire and The Humber","E12000003","Normal Value",8.72256729869541
"2020","222 Therapy Professionals","2222 Occupational therapists","England","Yorkshire and The Humber","E12000003","Normal Value",10.4951731251187
"2019","222 Therapy Professionals","2223 Speech and language therapists","England","Yorkshire and The Humber","E12000003","Normal Value",5.08816425757232
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","Yorkshire and The Humber","E12000003","Normal Value",2.53331765089073
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",5.45160456168463
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",7.96185547422802
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","England","Yorkshire and The Humber","E12000003","Normal Value",110.485852450142
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","Yorkshire and The Humber","E12000003","Normal Value",95.904168212292
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","England","Yorkshire and The Humber","E12000003","Normal Value",6.17848516990925
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","Yorkshire and The Humber","E12000003","Normal Value",8.32375799578383
"2019","321 Health Associate Professionals","3213 Paramedics","England","Yorkshire and The Humber","E12000003","Normal Value",2.36236197673001
"2020","321 Health Associate Professionals","3213 Paramedics","England","Yorkshire and The Humber","E12000003","Estimate is less than 500",NA
"2019","321 Health Associate Professionals","3216 Dispensing opticians","England","Yorkshire and The Humber","E12000003","Normal Value",1.45376121644924
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","Yorkshire and The Humber","E12000003","Normal Value",2.89522017244655
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","Yorkshire and The Humber","E12000003","Normal Value",2.90752243289847
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","Yorkshire and The Humber","E12000003","Normal Value",5.7904403448931
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","England","Yorkshire and The Humber","E12000003","Normal Value",6.72364562607771
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","Yorkshire and The Humber","E12000003","Normal Value",4.16187899789192
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",7.81396653841464
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",6.87614790956056
"2019","221 Health Professionals","","Northern Ireland","","N92000002","Normal Value",103.502886199105
"2020","221 Health Professionals","","Northern Ireland","","N92000002","Normal Value",99.7093130608649
"2019","222 Therapy Professionals","","Northern Ireland","","N92000002","Normal Value",33.7968607997077
"2020","222 Therapy Professionals","","Northern Ireland","","N92000002","Normal Value",27.9608126572796
"2019","223 Nursing and Midwifery Professionals","","Northern Ireland","","N92000002","Normal Value",115.120557099004
"2020","223 Nursing and Midwifery Professionals","","Northern Ireland","","N92000002","Normal Value",107.622750605378
"2019","321 Health Associate Professionals","","Northern Ireland","","N92000002","Normal Value",19.0107341998356
"2020","321 Health Associate Professionals","","Northern Ireland","","N92000002","Normal Value",13.716625077156
"2019","221 Health Professionals","2211 Medical practitioners","Northern Ireland","","N92000002","Normal Value",39.6056962496574
"2020","221 Health Professionals","2211 Medical practitioners","Northern Ireland","","N92000002","Normal Value",33.236437686955
"2019","221 Health Professionals","2212 Psychologists","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2020","221 Health Professionals","2212 Psychologists","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2019","221 Health Professionals","2213 Pharmacists","Northern Ireland","","N92000002","Normal Value",23.7634177497944
"2020","221 Health Professionals","2213 Pharmacists","Northern Ireland","","N92000002","Normal Value",24.2678751365068
"2019","221 Health Professionals","2214 Ophthalmic opticians","Northern Ireland","","N92000002","Normal Value",3.69653164996803
"2020","221 Health Professionals","2214 Ophthalmic opticians","Northern Ireland","","N92000002","Normal Value",6.85831253857801
"2019","221 Health Professionals","2215 Dental practitioners","Northern Ireland","","N92000002","Normal Value",9.50536709991778
"2020","221 Health Professionals","2215 Dental practitioners","Northern Ireland","","N92000002","Normal Value",10.0236875563832
"2019","221 Health Professionals","2217 Medical radiographers","Northern Ireland","","N92000002","Normal Value",4.75268354995889
"2020","221 Health Professionals","2217 Medical radiographers","Northern Ireland","","N92000002","Normal Value",9.4961250534157
"2019","221 Health Professionals","2218 Podiatrists","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2020","221 Health Professionals","2218 Podiatrists","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2019","221 Health Professionals","2219 Health professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",15.842278499863
"2020","221 Health Professionals","2219 Health professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",11.6063750652859
"2019","222 Therapy Professionals","2221 Physiotherapists","Northern Ireland","","N92000002","Normal Value",14.7861265998721
"2020","222 Therapy Professionals","2221 Physiotherapists","Northern Ireland","","N92000002","Normal Value",11.0788125623183
"2019","222 Therapy Professionals","2222 Occupational therapists","Northern Ireland","","N92000002","Normal Value",9.50536709991778
"2020","222 Therapy Professionals","2222 Occupational therapists","Northern Ireland","","N92000002","Normal Value",10.0236875563832
"2019","222 Therapy Professionals","2223 Speech and language therapists","Northern Ireland","","N92000002","Normal Value",3.69653164996803
"2020","222 Therapy Professionals","2223 Speech and language therapists","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2019","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",6.33691139994519
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",5.80318753264293
"2019","223 Nursing and Midwifery Professionals","2231 Nurses","Northern Ireland","","N92000002","Normal Value",113.008253299022
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","Northern Ireland","","N92000002","Normal Value",103.929813084605
"2019","223 Nursing and Midwifery Professionals","2232 Midwives","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","Northern Ireland","","N92000002","Normal Value",3.69293752077277
"2019","321 Health Associate Professionals","3213 Paramedics","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3213 Paramedics","Northern Ireland","","N92000002","Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)",NA
"2019","321 Health Associate Professionals","3216 Dispensing opticians","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3216 Dispensing opticians","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2019","321 Health Associate Professionals","3217 Pharmaceutical technicians","Northern Ireland","","N92000002","Normal Value",4.75268354995889
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","Northern Ireland","","N92000002","Normal Value",6.85831253857801
"2019","321 Health Associate Professionals","3218 Medical and dental technicians","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","Northern Ireland","","N92000002","Estimate is less than 500",NA
"2019","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",11.0895949499041
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",4.74806252670785
"2019","221 Health Professionals","","Scotland","","S92000003","Normal Value",98.29224095327
"2020","221 Health Professionals","","Scotland","","S92000003","Normal Value",99.1584339553604
"2019","222 Therapy Professionals","","Scotland","","S92000003","Normal Value",29.1032892208006
