"Year","Occupation minor group","Occupation unit group","Country","Region","GeoCode","Observation status","Value"
"2020","222 Therapy Professionals","","England","North West","E12000002","Normal Value","35.8332645624215"
"2021","222 Therapy Professionals","","England","North West","E12000002","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","North West","E12000002","Normal Value","107.635525750001"
"2021","223 Nursing and Midwifery Professionals","","England","North West","E12000002","Normal Value",""
"2020","321 Health Associate Professionals","","England","North West","E12000002","Normal Value","23.7531109788779"
"2021","321 Health Associate Professionals","","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","North West","E12000002","Normal Value","46.2846333931278"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","North West","E12000002","Normal Value","1.76451681557379"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","North West","E12000002","Normal Value","8.6868520151325"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","North West","E12000002","Normal Value","3.12183744293824"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","North West","E12000002","Normal Value","8.14392376418671"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","North West","E12000002","Normal Value","4.61489013303914"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","North West","E12000002","Normal Value","1.62878475283734"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","North West","E12000002","Normal Value","5.29355044672136"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","North West","E12000002","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","North West","E12000002","Normal Value","15.8806513401641"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","North West","E12000002","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","North West","E12000002","Normal Value","4.61489013303914"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","North West","E12000002","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","North West","E12000002","Normal Value","2.7146412547289"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","North West","E12000002","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North West","E12000002","Normal Value","12.7588138972259"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","North West","E12000002","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","North West","E12000002","Normal Value","100.170262299497"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","North West","E12000002","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","North West","E12000002","Normal Value","7.46526345050449"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","North West","E12000002","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","North West","E12000002","Normal Value","2.9861053802018"
"2021","321 Health Associate Professionals","3213 Paramedics","England","North West","E12000002","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","North West","E12000002","Normal Value","2.03598094104668"
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","North West","E12000002","Normal Value",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North West","E12000002","Normal Value","2.30744506651957"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","North West","E12000002","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","North West","E12000002","Normal Value","7.1937993250316"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","North West","E12000002","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North West","E12000002","Normal Value","9.22978026607828"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","North West","E12000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","South East","E12000008","Normal Value","82.4539600412921"
"2021","221 Health Professionals (not including Veterinarians)","","England","South East","E12000008","Normal Value",""
"2020","222 Therapy Professionals","","England","South East","E12000008","Normal Value","36.6703138078378"
"2021","222 Therapy Professionals","","England","South East","E12000008","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","South East","E12000008","Normal Value","92.218244783024"
"2021","223 Nursing and Midwifery Professionals","","England","South East","E12000008","Normal Value",""
"2020","321 Health Associate Professionals","","England","South East","E12000008","Normal Value","23.2172992747849"
"2021","321 Health Associate Professionals","","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","South East","E12000008","Normal Value","38.6231707561842"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","South East","E12000008","Normal Value","5.64158673966735"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","South East","E12000008","Normal Value","11.5001575847065"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","South East","E12000008","Normal Value","3.90571389669278"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","South East","E12000008","Normal Value","6.40103110846873"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","South East","E12000008","Normal Value","4.01420594937869"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","South East","E12000008","Normal Value","2.60380926446186"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","South East","E12000008","Normal Value","9.76428474173196"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","South East","E12000008","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","South East","E12000008","Normal Value","10.5237291105333"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","South East","E12000008","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","South East","E12000008","Normal Value","8.78785626755876"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","South East","E12000008","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","South East","E12000008","Normal Value","4.1226980020646"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","South East","E12000008","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South East","E12000008","Normal Value","13.2360304276811"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South East","E12000008","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","South East","E12000008","Normal Value","83.755864673523"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","South East","E12000008","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","South East","E12000008","Normal Value","8.46238010950103"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","South East","E12000008","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","South East","E12000008","Normal Value","3.47174568594914"
"2021","321 Health Associate Professionals","3213 Paramedics","England","South East","E12000008","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","South East","E12000008","Normal Value","3.0377774752055"
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","South East","E12000008","Normal Value",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South East","E12000008","Normal Value","3.36325363326323"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South East","E12000008","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","South East","E12000008","Normal Value","7.05198342458419"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","South East","E12000008","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South East","E12000008","Normal Value","6.29253905578282"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South East","E12000008","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","South West","E12000009","Normal Value","78.9872247440999"
"2021","221 Health Professionals (not including Veterinarians)","","England","South West","E12000009","Normal Value",""
"2020","222 Therapy Professionals","","England","South West","E12000009","Normal Value","34.9876297524201"
"2021","222 Therapy Professionals","","England","South West","E12000009","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","South West","E12000009","Normal Value","95.0673980141516"
"2021","223 Nursing and Midwifery Professionals","","England","South West","E12000009","Normal Value",""
"2020","321 Health Associate Professionals","","England","South West","E12000009","Normal Value","34.1041037485711"
"2021","321 Health Associate Professionals","","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","South West","E12000009","Normal Value","39.0518493701255"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","South West","E12000009","Normal Value","6.36138722771275"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","South West","E12000009","Normal Value","4.41763001924496"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","South West","E12000009","Normal Value","1.23693640538859"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","South West","E12000009","Normal Value","5.30115602309396"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","South West","E12000009","Normal Value","5.30115602309396"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","South West","E12000009","Normal Value","5.83127162540335"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","South West","E12000009","Normal Value","11.4858380500369"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","South West","E12000009","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","South West","E12000009","Normal Value","13.4295952585047"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","South West","E12000009","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","South West","E12000009","Normal Value","4.59433522001476"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","South West","E12000009","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","South West","E12000009","Normal Value","3.35739881462617"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","South West","E12000009","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South West","E12000009","Normal Value","13.6063004592745"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","South West","E12000009","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","South West","E12000009","Normal Value","89.0594211879785"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","South West","E12000009","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","South West","E12000009","Normal Value","6.00797682617315"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","South West","E12000009","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","South West","E12000009","Normal Value","5.65456642463355"
"2021","321 Health Associate Professionals","3213 Paramedics","England","South West","E12000009","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","South West","E12000009","Normal Value","5.47786122386375"
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","South West","E12000009","Normal Value",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South West","E12000009","Normal Value","4.77104042078456"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","South West","E12000009","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","South West","E12000009","Normal Value","11.4858380500369"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","South West","E12000009","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South West","E12000009","Normal Value","6.71479762925235"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","South West","E12000009","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","West Midlands","E12000005","Normal Value","86.5491689015418"
"2021","221 Health Professionals (not including Veterinarians)","","England","West Midlands","E12000005","Normal Value",""
"2020","222 Therapy Professionals","","England","West Midlands","E12000005","Normal Value","32.7075347593036"
"2021","222 Therapy Professionals","","England","West Midlands","E12000005","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","West Midlands","E12000005","Normal Value","107.683268284476"
"2021","223 Nursing and Midwifery Professionals","","England","West Midlands","E12000005","Normal Value",""
"2020","321 Health Associate Professionals","","England","West Midlands","E12000005","Normal Value","25.8305659124756"
"2021","321 Health Associate Professionals","","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","West Midlands","E12000005","Normal Value","53.506172247271"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","West Midlands","E12000005","Normal Value","2.34823326477051"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","West Midlands","E12000005","Normal Value","7.54789263676236"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","West Midlands","E12000005","Normal Value","3.18688800218855"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","West Midlands","E12000005","Normal Value","3.52234989715577"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","West Midlands","E12000005","Normal Value","5.36739031947546"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","West Midlands","E12000005","Normal Value","1.17411663238526"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","West Midlands","E12000005","Normal Value","10.2315877965001"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","West Midlands","E12000005","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","West Midlands","E12000005","Normal Value","10.3993187439837"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","West Midlands","E12000005","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","West Midlands","E12000005","Normal Value","7.04469979431154"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","West Midlands","E12000005","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","West Midlands","E12000005","Normal Value","3.52234989715577"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","West Midlands","E12000005","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","West Midlands","E12000005","Normal Value","11.573435376369"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","West Midlands","E12000005","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","West Midlands","E12000005","Normal Value","100.974030385132"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","West Midlands","E12000005","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","West Midlands","E12000005","Normal Value","6.70923789934432"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","West Midlands","E12000005","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","West Midlands","E12000005","Normal Value","8.55427832166401"
"2021","321 Health Associate Professionals","3213 Paramedics","England","West Midlands","E12000005","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","West Midlands","E12000005","Normal Value","1.34184757986886"
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","West Midlands","E12000005","Missing value; data exist but were not collected",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","West Midlands","E12000005","Normal Value","5.19965937199185"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","West Midlands","E12000005","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","West Midlands","E12000005","Normal Value","4.52873558205742"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","West Midlands","E12000005","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","West Midlands","E12000005","Normal Value","6.37377600437711"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","West Midlands","E12000005","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","England","Yorkshire and The Humber","E12000003","Normal Value","85.4089950871733"
"2021","221 Health Professionals (not including Veterinarians)","","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","222 Therapy Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value","36.5521546771377"
"2021","222 Therapy Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value","104.227926208076"
"2021","223 Nursing and Midwifery Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","321 Health Associate Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value","20.4474924679038"
"2021","321 Health Associate Professionals","","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","Yorkshire and The Humber","E12000003","Normal Value","46.5044740199227"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","Yorkshire and The Humber","E12000003","Normal Value","3.43807395478028"
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","Yorkshire and The Humber","E12000003","Normal Value","9.40946556045129"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","Yorkshire and The Humber","E12000003","Normal Value","2.89522017244655"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","England","Yorkshire and The Humber","E12000003","Missing value; data exist but were not collected",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","Yorkshire and The Humber","E12000003","Normal Value","5.60948908411519"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","Yorkshire and The Humber","E12000003","Normal Value","2.17141512933491"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","Yorkshire and The Humber","E12000003","Normal Value","0.904756303889547"
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value","14.4761008622328"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","England","Yorkshire and The Humber","E12000003","Normal Value","15.5618084269002"
"2021","222 Therapy Professionals","2221 Physiotherapists","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","England","Yorkshire and The Humber","E12000003","Normal Value","10.4951731251187"
"2021","222 Therapy Professionals","2222 Occupational therapists","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","England","Yorkshire and The Humber","E12000003","Normal Value","2.53331765089073"
"2021","222 Therapy Professionals","2223 Speech and language therapists","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value","7.96185547422802"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","England","Yorkshire and The Humber","E12000003","Normal Value","95.904168212292"
"2021","223 Nursing and Midwifery Professionals","2231 Nurses","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2232 Midwives","England","Yorkshire and The Humber","E12000003","Normal Value","8.32375799578383"
"2021","223 Nursing and Midwifery Professionals","2232 Midwives","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","321 Health Associate Professionals","3213 Paramedics","England","Yorkshire and The Humber","E12000003","Missing value; data exist but were not collected",""
"2021","321 Health Associate Professionals","3213 Paramedics","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","321 Health Associate Professionals","3216 Dispensing opticians","England","Yorkshire and The Humber","E12000003","Normal Value","2.89522017244655"
"2021","321 Health Associate Professionals","3216 Dispensing opticians","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","Yorkshire and The Humber","E12000003","Normal Value","5.7904403448931"
"2021","321 Health Associate Professionals","3217 Pharmaceutical technicians","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","321 Health Associate Professionals","3218 Medical and dental technicians","England","Yorkshire and The Humber","E12000003","Normal Value","4.16187899789192"
"2021","321 Health Associate Professionals","3218 Medical and dental technicians","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value","6.87614790956056"
"2021","321 Health Associate Professionals","3219 Health associate professionals n.e.c.","England","Yorkshire and The Humber","E12000003","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","","Northern Ireland","","N92000002","Normal Value","99.7093130608649"
"2021","221 Health Professionals (not including Veterinarians)","","Northern Ireland","","N92000002","Normal Value",""
"2020","222 Therapy Professionals","","Northern Ireland","","N92000002","Normal Value","27.9608126572796"
"2021","222 Therapy Professionals","","Northern Ireland","","N92000002","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","","Northern Ireland","","N92000002","Normal Value","107.622750605378"
"2021","223 Nursing and Midwifery Professionals","","Northern Ireland","","N92000002","Normal Value",""
"2020","321 Health Associate Professionals","","Northern Ireland","","N92000002","Normal Value","13.716625077156"
"2021","321 Health Associate Professionals","","Northern Ireland","","N92000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","Northern Ireland","","N92000002","Normal Value","33.236437686955"
"2021","221 Health Professionals (not including Veterinarians)","2211 Medical practitioners","Northern Ireland","","N92000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2212 Psychologists","Northern Ireland","","N92000002","Missing value; data exist but were not collected",""
"2021","221 Health Professionals (not including Veterinarians)","2212 Psychologists","Northern Ireland","","N92000002","Missing value; data exist but were not collected",""
"2020","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","Northern Ireland","","N92000002","Normal Value","24.2678751365068"
"2021","221 Health Professionals (not including Veterinarians)","2213 Pharmacists","Northern Ireland","","N92000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","Northern Ireland","","N92000002","Normal Value","6.85831253857801"
"2021","221 Health Professionals (not including Veterinarians)","2214 Ophthalmic opticians","Northern Ireland","","N92000002","Missing value; data exist but were not collected",""
"2020","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","Northern Ireland","","N92000002","Normal Value","10.0236875563832"
"2021","221 Health Professionals (not including Veterinarians)","2215 Dental practitioners","Northern Ireland","","N92000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","Northern Ireland","","N92000002","Normal Value","9.4961250534157"
"2021","221 Health Professionals (not including Veterinarians)","2217 Medical radiographers","Northern Ireland","","N92000002","Normal Value",""
"2020","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","Northern Ireland","","N92000002","Missing value; data exist but were not collected",""
"2021","221 Health Professionals (not including Veterinarians)","2218 Podiatrists","Northern Ireland","","N92000002","Missing value; data exist but were not collected",""
"2020","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","Northern Ireland","","N92000002","Normal Value","11.6063750652859"
"2021","221 Health Professionals (not including Veterinarians)","2219 Health professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",""
"2020","222 Therapy Professionals","2221 Physiotherapists","Northern Ireland","","N92000002","Normal Value","11.0788125623183"
"2021","222 Therapy Professionals","2221 Physiotherapists","Northern Ireland","","N92000002","Normal Value",""
"2020","222 Therapy Professionals","2222 Occupational therapists","Northern Ireland","","N92000002","Normal Value","10.0236875563832"
"2021","222 Therapy Professionals","2222 Occupational therapists","Northern Ireland","","N92000002","Normal Value",""
"2020","222 Therapy Professionals","2223 Speech and language therapists","Northern Ireland","","N92000002","Missing value; data exist but were not collected",""
"2021","222 Therapy Professionals","2223 Speech and language therapists","Northern Ireland","","N92000002","Normal Value",""
"2020","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Northern Ireland","","N92000002","Normal Value","5.80318753264293"
"2021","222 Therapy Professionals","2229 Therapy professionals n.e.c.","Northern Ireland","","N92000002","Normal Value",""
"2020","223 Nursing and Midwifery Professionals","2231 Nurses","Northern Ireland","","N92000002","Normal Value","103.929813084605"
