"Year","Series","Safely managed element","Service level","Facility type","Urban or rural","Unit measure","Observation status","Value"
2010,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2010,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2010,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2010,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2010,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",97.92716
2010,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.55038
2010,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.93374
2010,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17419
2010,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2010,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2011,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.0102
2011,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2011,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2011,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.3031
2011,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2011,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2011,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.51268
2011,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2011,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2011,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.57895
2011,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2011,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2011,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.57885
2011,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94874
2011,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.04339
2011,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.79468
2011,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.66253
2011,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.85801
2011,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.16472
2011,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.91426
2011,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0916
2011,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.70879
2011,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2011,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2011,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2011,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2011,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2011,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",97.95247
2011,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.56051
2011,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.9448
2011,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17402
2011,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2011,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2012,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01023
2012,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2012,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2012,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.27191
2012,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2012,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2012,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.54401
2012,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2012,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2012,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.57119
2012,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2012,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2012,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.57115
2012,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94907
2012,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2012,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.8354
2012,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67233
2012,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.86906
2012,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.13828
2012,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.90413
2012,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.08054
2012,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71013
2012,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2012,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2012,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2012,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2012,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2012,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",97.97774
2012,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57065
2012,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.95586
2012,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17385
2012,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2012,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2013,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01026
2013,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2013,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2013,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.24095
2013,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2013,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2013,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.5751
2013,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2013,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2013,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.56349
2013,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2013,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2013,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.56349
2013,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2013,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2013,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.87108
2013,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2013,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2013,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.1168
2013,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2013,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2013,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71146
2013,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2013,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2013,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2013,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2013,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2013,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",97.99806
2013,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2013,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2013,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17369
2013,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2013,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2014,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.0103
2014,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2014,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2014,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.21023
2014,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2014,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2014,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.60595
2014,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2014,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2014,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.55585
2014,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2014,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2014,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.55585
2014,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2014,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2014,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.90053
2014,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2014,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2014,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.10148
2014,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2014,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2014,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71277
2014,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2014,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2014,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2014,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2014,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2014,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.01222
2014,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2014,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2014,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17352
2014,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2014,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2015,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01033
2015,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2015,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2015,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.17974
2015,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2015,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2015,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.63658
2015,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2015,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2015,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.54826
2015,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2015,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2015,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.54826
2015,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2015,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2015,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.92976
2015,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2015,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2015,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.08628
2015,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2015,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2015,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71408
2015,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2015,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2015,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2015,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2015,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2015,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.02628
2015,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2015,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2015,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17336
2015,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2015,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2016,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01036
2016,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2016,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2016,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.14936
2016,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2016,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2016,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.66708
2016,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2016,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2016,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.54071
2016,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2016,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2016,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.54071
2016,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2016,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2016,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.95887
2016,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2016,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2016,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.07114
2016,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2016,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2016,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71538
2016,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2016,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2016,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2016,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2016,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2016,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.04029
2016,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2016,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2016,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17319
2016,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2016,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2017,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01039
2017,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2017,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2017,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.11934
2017,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2017,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2017,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.69724
2017,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2017,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2017,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.53324
2017,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2017,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2017,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.53324
2017,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2017,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2017,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",96.98765
2017,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2017,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2017,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.05617
2017,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2017,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2017,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71667
2017,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2017,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2017,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2017,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2017,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2017,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.05413
2017,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2017,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2017,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17303
2017,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2017,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2018,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01042
2018,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2018,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2018,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.08955
2018,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2018,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2018,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.72715
2018,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2018,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2018,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.52583
2018,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2018,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2018,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.52583
2018,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2018,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2018,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",97.01621
2018,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2018,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2018,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.04132
2018,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2018,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2018,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71795
2018,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2018,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2018,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2018,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2018,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2018,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.06786
2018,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2018,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2018,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17287
2018,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2018,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2019,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01046
2019,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2019,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2019,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.05987
2019,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2019,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2019,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.75695
2019,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2019,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2019,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.51845
2019,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2019,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2019,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.51845
2019,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2019,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2019,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",97.04464
2019,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2019,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2019,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.02652
2019,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2019,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2019,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.71922
2019,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2019,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2019,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2019,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2019,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2019,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.08154
2019,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2019,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2019,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17272
2019,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2019,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
2020,"Facility type","","","Improved latrine and other"," ","Percentage (%)","Normal value",0.01049
2020,"Facility type","","","Improved latrine and other","Rural","Percentage (%)","Normal value",0
2020,"Facility type","","","Improved latrine and other","Urban","Percentage (%)","Normal value",0.0125
2020,"Facility type","","","Septic tank"," ","Percentage (%)","Normal value",2.03055
2020,"Facility type","","","Septic tank","Rural","Percentage (%)","Normal value",11.83261
2020,"Facility type","","","Septic tank","Urban","Percentage (%)","Normal value",0.15
2020,"Facility type","","","Sewer"," ","Percentage (%)","Normal value",97.7864
2020,"Facility type","","","Sewer","Rural","Percentage (%)","Normal value",87.94239
2020,"Facility type","","","Sewer","Urban","Percentage (%)","Normal value",99.675
2020,"Safeley managed element","Disposed insitu","",""," ","Percentage (%)","Normal value",0.51115
2020,"Safeley managed element","Disposed insitu","","","Rural","Percentage (%)","Normal value",2.94925
2020,"Safeley managed element","Disposed insitu","","","Urban","Percentage (%)","Normal value",0.0434
2020,"Safeley managed element","Faecal sludge treated","",""," ","Percentage (%)","Normal value",0.51115
2020,"Safeley managed element","Faecal sludge treated","","","Rural","Percentage (%)","Normal value",2.94925
2020,"Safeley managed element","Faecal sludge treated","","","Urban","Percentage (%)","Normal value",0.0434
2020,"Safeley managed element","Sewage treated","",""," ","Percentage (%)","Normal value",97.07275
2020,"Safeley managed element","Sewage treated","","","Rural","Percentage (%)","Normal value",87.67777
2020,"Safeley managed element","Sewage treated","","","Urban","Percentage (%)","Normal value",98.8752
2020,"Service level","","Basic service",""," ","Percentage (%)","Normal value",1.0119
2020,"Service level","","Basic service","","Rural","Percentage (%)","Normal value",5.8985
2020,"Service level","","Basic service","","Urban","Percentage (%)","Normal value",0.0744
2020,"Service level","","Limited service",""," ","Percentage (%)","Normal value",0.72048
2020,"Service level","","Limited service","","Rural","Percentage (%)","Normal value",0.30023
2020,"Service level","","Limited service","","Urban","Percentage (%)","Normal value",0.8011
2020,"Service level","","Open defecation",""," ","Percentage (%)","Normal value",0
2020,"Service level","","Open defecation","","Rural","Percentage (%)","Normal value",0
2020,"Service level","","Open defecation","","Urban","Percentage (%)","Normal value",0
2020,"Service level","","Safely managed service",""," ","Percentage (%)","Normal value",98.09506
2020,"Service level","","Safely managed service","","Rural","Percentage (%)","Normal value",93.57627
2020,"Service level","","Safely managed service","","Urban","Percentage (%)","Normal value",98.962
2020,"Service level","","Unimproved",""," ","Percentage (%)","Normal value",0.17256
2020,"Service level","","Unimproved","","Rural","Percentage (%)","Normal value",0.225
2020,"Service level","","Unimproved","","Urban","Percentage (%)","Normal value",0.1625
