"Year","Series","Bank account category","Sex","Age","Unit measure","Unit multiplier","Observation status","Value"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","","45-54","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","","55-59","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","","60-64","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Credit Unions","","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","45-54","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","60-64","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any other type of asset","","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","16-24","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","25-34","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","35-44","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","45-54","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","55-59","Percentage (%)","Units","Normal value","96"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","60-64","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","65-74","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","75-84","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (including POCAs)","Male","85+","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","16-24","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","25-34","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","35-44","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","45-54","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","55-59","Percentage (%)","Units","Normal value","96"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","60-64","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","65-74","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","75-84","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any type of account (excluding POCAs)","Male","85+","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","16-24","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","25-34","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","35-44","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","45-54","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","55-59","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","60-64","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","65-74","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","75-84","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (including POCAs)","Male","85+","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","16-24","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","25-34","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","35-44","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","45-54","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","55-59","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","60-64","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","65-74","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","75-84","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","No accounts (excluding POCAs)","Male","85+","Percentage (%)","Units","Normal value","10"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","16-24","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","25-34","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","35-44","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","45-54","Percentage (%)","Units","Normal value","95"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","55-59","Percentage (%)","Units","Normal value","96"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","60-64","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","65-74","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","75-84","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (including POCAs)","Male","85+","Percentage (%)","Units","Normal value","86"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","16-24","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","25-34","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","35-44","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","45-54","Percentage (%)","Units","Normal value","94"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","55-59","Percentage (%)","Units","Normal value","96"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","60-64","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","65-74","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","75-84","Percentage (%)","Units","Normal value","92"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Any Direct Payment Account (excluding POCAs)","Male","85+","Percentage (%)","Units","Normal value","86"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","16-24","Percentage (%)","Units","Normal value","82"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","25-34","Percentage (%)","Units","Normal value","91"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","35-44","Percentage (%)","Units","Normal value","90"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","45-54","Percentage (%)","Units","Normal value","91"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","55-59","Percentage (%)","Units","Normal value","93"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","60-64","Percentage (%)","Units","Normal value","88"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","65-74","Percentage (%)","Units","Normal value","91"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","75-84","Percentage (%)","Units","Normal value","89"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Current account","Male","85+","Percentage (%)","Units","Normal value","84"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","16-24","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","25-34","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","35-44","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","45-54","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","55-59","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","60-64","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","65-74","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","75-84","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","NS&I Savings Account","Male","85+","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","16-24","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","25-34","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","35-44","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","45-54","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","55-59","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","60-64","Percentage (%)","Units","Normal value","4"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","65-74","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","75-84","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Basic Bank account","Male","85+","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","45-54","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","60-64","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","65-74","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","75-84","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Post Office Card Account (POCA)","Male","85+","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","","Percentage (%)","Units","Normal value","26"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","16-24","Percentage (%)","Units","Normal value","16"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","25-34","Percentage (%)","Units","Normal value","20"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","35-44","Percentage (%)","Units","Normal value","24"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","45-54","Percentage (%)","Units","Normal value","21"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","55-59","Percentage (%)","Units","Normal value","30"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","60-64","Percentage (%)","Units","Normal value","31"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","65-74","Percentage (%)","Units","Normal value","35"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","75-84","Percentage (%)","Units","Normal value","36"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","ISA","Male","85+","Percentage (%)","Units","Normal value","25"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","","Percentage (%)","Units","Normal value","39"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","16-24","Percentage (%)","Units","Normal value","19"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","25-34","Percentage (%)","Units","Normal value","35"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","35-44","Percentage (%)","Units","Normal value","41"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","45-54","Percentage (%)","Units","Normal value","42"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","55-59","Percentage (%)","Units","Normal value","39"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","60-64","Percentage (%)","Units","Normal value","42"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","65-74","Percentage (%)","Units","Normal value","47"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","75-84","Percentage (%)","Units","Normal value","42"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Other Bank / Building Society account","Male","85+","Percentage (%)","Units","Normal value","37"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","","Percentage (%)","Units","Normal value","9"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","16-24","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","25-34","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","35-44","Percentage (%)","Units","Normal value","6"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","45-54","Percentage (%)","Units","Normal value","8"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","55-59","Percentage (%)","Units","Normal value","12"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","60-64","Percentage (%)","Units","Normal value","11"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","65-74","Percentage (%)","Units","Normal value","15"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","75-84","Percentage (%)","Units","Normal value","14"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Stocks and shares / member of a Share Club","Male","85+","Percentage (%)","Units","Normal value","21"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","45-54","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","55-59","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","60-64","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","65-74","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","75-84","Percentage (%)","Units","Normal value","2"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Unit trusts","Male","85+","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","45-54","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","55-59","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","60-64","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","65-74","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","75-84","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Endowment Policy (not linked)","Male","85+","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","","Percentage (%)","Units","Normal value","12"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","16-24","Percentage (%)","Units","Normal value","3"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","25-34","Percentage (%)","Units","Normal value","5"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","35-44","Percentage (%)","Units","Normal value","7"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","45-54","Percentage (%)","Units","Normal value","9"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","55-59","Percentage (%)","Units","Normal value","13"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","60-64","Percentage (%)","Units","Normal value","19"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","65-74","Percentage (%)","Units","Normal value","22"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","75-84","Percentage (%)","Units","Normal value","24"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","Premium Bonds","Male","85+","Percentage (%)","Units","Normal value","24"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","","Percentage (%)","Units","Normal value","1"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","16-24","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","25-34","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","35-44","Percentage (%)","Units","Normal value","0"
"2020/21","Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider","National Savings Bonds","Male","45-54","Percentage (%)","Units","Normal value","0"
